Epoch,Memory,trainBoxLoss,trainObjLoss,trainClsLoss,trainLoss,count,fixed,precision,recall,map05,map0595,valBoxLoss,valObjLoss,valClsLoss
202,9.14G,0.01144,0.004503,0.008564,0.02451,110,512,0.6844,0.7419,0.7471,0.7117,0.01099,0.002775,0.01559
203,9.14G,0.0114,0.004518,0.008684,0.0246,117,512,0.6843,0.7427,0.7478,0.7124,0.01096,0.002774,0.01556
204,9.14G,0.01134,0.004509,0.008562,0.02442,128,512,0.6844,0.7431,0.7476,0.7122,0.01095,0.002775,0.01553
205,9.14G,0.01132,0.004467,0.008593,0.02438,91,512,0.6845,0.7433,0.7475,0.7121,0.01093,0.002768,0.0155
206,9.14G,0.01139,0.004522,0.008399,0.02431,74,512,0.686,0.7449,0.7477,0.7122,0.01091,0.002765,0.01547
207,9.14G,0.0114,0.004548,0.008538,0.02449,121,512,0.6867,0.7454,0.7479,0.7123,0.01089,0.00276,0.01542
208,9.14G,0.01131,0.004456,0.008445,0.02421,128,512,0.6864,0.7457,0.7485,0.7127,0.01087,0.002757,0.01538
209,9.14G,0.01137,0.004463,0.008485,0.02432,88,512,0.6862,0.7463,0.7489,0.7131,0.01085,0.002753,0.01535
210,9.14G,0.01131,0.00452,0.00849,0.02432,117,512,0.6864,0.7468,0.7489,0.713,0.01083,0.002748,0.01532
211,9.14G,0.01125,0.004427,0.008399,0.02408,103,512,0.6814,0.7473,0.7484,0.7126,0.01081,0.002747,0.01529
212,9.14G,0.01124,0.004484,0.008344,0.02407,119,512,0.6816,0.7478,0.7492,0.7132,0.01078,0.002747,0.01525
213,9.14G,0.01134,0.004527,0.008421,0.02429,86,512,0.6816,0.7477,0.7495,0.7134,0.01077,0.002744,0.01522
214,9.14G,0.01119,0.004431,0.008349,0.02397,104,512,0.6869,0.7536,0.7523,0.7159,0.01076,0.002745,0.01519
215,9.14G,0.0112,0.004474,0.008323,0.024,74,512,0.6871,0.7541,0.7525,0.7163,0.01075,0.002749,0.01515
216,9.14G,0.01128,0.004441,0.008498,0.02422,102,512,0.6866,0.7538,0.7528,0.7166,0.01073,0.002744,0.01512
217,9.14G,0.01124,0.004498,0.008444,0.02418,109,512,0.6872,0.7544,0.7532,0.717,0.01071,0.002749,0.01508
218,9.14G,0.01106,0.004402,0.008491,0.02395,95,512,0.6874,0.7549,0.7536,0.7174,0.01069,0.002751,0.01505
219,9.14G,0.01121,0.004466,0.008412,0.02409,110,512,0.6873,0.7551,0.7543,0.7181,0.01067,0.002749,0.01502
220,9.14G,0.01117,0.004478,0.008422,0.02407,107,512,0.6876,0.7552,0.7545,0.7184,0.01064,0.002744,0.01497
221,9.14G,0.01115,0.004407,0.008315,0.02387,120,512,0.6876,0.7557,0.7547,0.7186,0.01063,0.002742,0.01494
222,9.14G,0.01121,0.004463,0.008302,0.02397,121,512,0.6878,0.756,0.7546,0.7185,0.01061,0.00274,0.0149
223,9.14G,0.01107,0.004401,0.008252,0.02372,117,512,0.6878,0.756,0.7547,0.7187,0.01059,0.002736,0.01487
224,9.14G,0.01119,0.004456,0.008341,0.02399,110,512,0.6886,0.7561,0.755,0.719,0.01057,0.002737,0.01484
225,9.14G,0.01103,0.004398,0.008296,0.02372,120,512,0.6886,0.7562,0.7556,0.7193,0.01056,0.002734,0.01481
226,9.14G,0.01099,0.004404,0.008283,0.02368,111,512,0.6885,0.7564,0.7554,0.7193,0.01054,0.002731,0.01478
227,9.14G,0.01107,0.004407,0.008213,0.02369,105,512,0.6885,0.7566,0.7555,0.7194,0.01052,0.002726,0.01476
228,9.14G,0.01103,0.004433,0.008212,0.02367,119,512,0.6888,0.7566,0.7556,0.7195,0.0105,0.002724,0.01473
229,9.14G,0.01108,0.004467,0.008322,0.02387,120,512,0.6891,0.7569,0.7561,0.7199,0.01049,0.002724,0.0147
230,9.14G,0.01092,0.004382,0.008287,0.02358,125,512,0.6896,0.7572,0.7565,0.7202,0.01049,0.002718,0.01468
231,9.14G,0.01085,0.004383,0.008185,0.02342,106,512,0.69,0.7569,0.7565,0.7202,0.01048,0.002715,0.01466
232,9.14G,0.01105,0.004427,0.008269,0.02375,117,512,0.6901,0.7572,0.7569,0.7204,0.01047,0.002709,0.01464
233,9.14G,0.01083,0.004368,0.008161,0.02336,84,512,0.6903,0.7584,0.7571,0.7206,0.01046,0.002701,0.01463
234,9.14G,0.01085,0.004347,0.008139,0.02334,82,512,0.6901,0.7586,0.7576,0.7211,0.01045,0.002693,0.01461
235,9.14G,0.01091,0.004359,0.00814,0.0234,99,512,0.6899,0.7587,0.7578,0.7213,0.01044,0.002693,0.01458
236,9.14G,0.01089,0.004369,0.008143,0.0234,113,512,0.6894,0.7589,0.7582,0.7216,0.01042,0.002687,0.01455
237,9.14G,0.01084,0.004384,0.008033,0.02325,118,512,0.6888,0.759,0.7586,0.7219,0.01041,0.002681,0.01452
238,9.14G,0.01076,0.004361,0.008117,0.02324,123,512,0.6888,0.7589,0.7588,0.7222,0.01038,0.002675,0.01448
239,9.14G,0.0108,0.004369,0.008181,0.02335,98,512,0.6887,0.7591,0.759,0.7223,0.01036,0.002671,0.01445
240,9.14G,0.01077,0.004317,0.008053,0.02314,120,512,0.6889,0.7606,0.7591,0.7222,0.01035,0.00266,0.01442
241,9.14G,0.01084,0.004372,0.008055,0.02326,117,512,0.6889,0.7607,0.7591,0.7221,0.01034,0.002659,0.0144
242,9.14G,0.01093,0.004412,0.008249,0.02359,127,512,0.689,0.7608,0.7594,0.7225,0.01033,0.002657,0.01437
243,9.14G,0.01072,0.004347,0.008154,0.02322,102,512,0.6891,0.7604,0.7595,0.7226,0.01031,0.002653,0.01433
244,9.14G,0.01075,0.004335,0.007988,0.02308,125,512,0.6891,0.7604,0.76,0.723,0.01029,0.002645,0.0143
245,9.14G,0.01075,0.004357,0.008068,0.02318,92,512,0.6893,0.7605,0.7603,0.7233,0.01028,0.002646,0.01426
246,9.14G,0.01069,0.004304,0.007988,0.02298,75,512,0.6895,0.7607,0.759,0.7217,0.01026,0.00264,0.01423
247,9.14G,0.01071,0.004279,0.007971,0.02296,114,512,0.6897,0.7608,0.7591,0.722,0.01025,0.00263,0.01421
248,9.14G,0.01074,0.00434,0.008139,0.02321,106,512,0.6897,0.7613,0.7594,0.7223,0.01023,0.002624,0.01418
249,9.14G,0.01055,0.004294,0.007969,0.02281,99,512,0.6895,0.7612,0.7593,0.7224,0.01021,0.002623,0.01415
250,9.14G,0.01066,0.004368,0.008053,0.02308,105,512,0.6895,0.7613,0.7595,0.7224,0.01019,0.002625,0.01411
251,9.14G,0.0106,0.004276,0.007965,0.02284,113,512,0.6893,0.7614,0.7603,0.7232,0.01018,0.002621,0.01408
252,9.14G,0.01062,0.004288,0.00801,0.02292,86,512,0.6942,0.7641,0.7619,0.7248,0.01017,0.002612,0.01405
253,9.14G,0.01061,0.004272,0.008016,0.0229,97,512,0.6941,0.7646,0.7618,0.7245,0.01015,0.002608,0.01402
254,9.14G,0.01053,0.004284,0.008064,0.02287,119,512,0.6939,0.7648,0.7616,0.7244,0.01014,0.002603,0.014
255,9.14G,0.01059,0.004261,0.007842,0.02269,93,512,0.6938,0.7649,0.762,0.7247,0.01013,0.002601,0.01398
256,9.14G,0.01045,0.00427,0.008061,0.02278,99,512,0.6939,0.7649,0.7626,0.7253,0.01012,0.002599,0.01394
257,9.14G,0.01058,0.004317,0.008055,0.02295,108,512,0.6989,0.7651,0.7626,0.7249,0.0101,0.002617,0.01392
258,9.14G,0.01047,0.004254,0.007875,0.0226,77,512,0.6988,0.7655,0.7637,0.7259,0.01009,0.002624,0.01389
259,9.14G,0.01051,0.004264,0.00795,0.02272,83,512,0.699,0.7657,0.7638,0.7259,0.01008,0.002621,0.01386
260,9.14G,0.01032,0.004186,0.007898,0.0224,103,512,0.7041,0.7685,0.7647,0.7268,0.01006,0.002616,0.01384
261,9.14G,0.01045,0.004226,0.007875,0.02255,121,512,0.7045,0.7686,0.7645,0.7267,0.01005,0.00261,0.01381
262,9.14G,0.01044,0.004199,0.007799,0.02244,148,512,0.7043,0.7685,0.7647,0.727,0.01004,0.002609,0.01379
263,9.14G,0.01039,0.004253,0.007885,0.02253,106,512,0.7041,0.7686,0.765,0.7273,0.01003,0.002601,0.01377
264,9.14G,0.01041,0.004267,0.007976,0.02266,94,512,0.7035,0.7685,0.7652,0.7274,0.01002,0.002601,0.01375
265,9.14G,0.01052,0.004244,0.008019,0.02278,91,512,0.7037,0.7688,0.7654,0.7277,0.01002,0.002602,0.01372
266,9.14G,0.01043,0.004226,0.007876,0.02254,75,512,0.7037,0.7689,0.7655,0.7276,0.01003,0.002605,0.01369
267,9.14G,0.01032,0.004234,0.00779,0.02234,103,512,0.7036,0.769,0.7657,0.7279,0.01003,0.002606,0.01367
268,9.14G,0.01037,0.00421,0.00778,0.02236,127,512,0.7035,0.769,0.7664,0.7286,0.01002,0.002601,0.01365
269,9.14G,0.01031,0.004206,0.007762,0.02227,129,512,0.7035,0.7694,0.7656,0.7277,0.01002,0.0026,0.01363
270,9.14G,0.01036,0.004163,0.007806,0.02233,106,512,0.7039,0.7696,0.7657,0.7278,0.01002,0.0026,0.01361
271,9.14G,0.01026,0.004197,0.007773,0.02223,83,512,0.7043,0.7698,0.7657,0.7278,0.01,0.002595,0.01359
272,9.14G,0.0101,0.004119,0.00768,0.0219,103,512,0.7041,0.77,0.7658,0.728,0.00999,0.002589,0.01356
273,9.14G,0.01031,0.004195,0.007723,0.02223,115,512,0.7039,0.77,0.7663,0.7284,0.009974,0.002582,0.01354
274,9.14G,0.01022,0.004171,0.007754,0.02215,94,512,0.7038,0.7701,0.7665,0.7286,0.009961,0.002582,0.01352
275,9.14G,0.01035,0.00423,0.007779,0.02236,142,512,0.7037,0.7702,0.7661,0.7283,0.009947,0.00258,0.01349
276,9.14G,0.01018,0.00417,0.00772,0.02207,89,512,0.7037,0.7702,0.7663,0.7283,0.009932,0.00258,0.01346
277,9.14G,0.01011,0.004148,0.007586,0.02185,70,512,0.7038,0.7705,0.7663,0.7282,0.009926,0.002581,0.01344
278,9.14G,0.01008,0.004125,0.007657,0.02187,119,512,0.7092,0.7736,0.7679,0.7295,0.009916,0.002577,0.01341
279,9.14G,0.01011,0.004167,0.007627,0.02191,123,512,0.7094,0.7746,0.7682,0.7298,0.009907,0.002576,0.01338
280,9.14G,0.01011,0.004149,0.007619,0.02188,122,512,0.7096,0.7748,0.7679,0.7293,0.009896,0.002576,0.01335
281,9.14G,0.0102,0.00415,0.007735,0.02208,152,512,0.7096,0.7747,0.7682,0.7295,0.009886,0.002578,0.01332
282,9.14G,0.01003,0.004138,0.007742,0.02191,74,512,0.7093,0.7746,0.7682,0.7293,0.009871,0.002581,0.01329
283,9.14G,0.01028,0.004218,0.007824,0.02232,65,512,0.7094,0.7748,0.7686,0.7297,0.009865,0.002586,0.01326
284,9.14G,0.0102,0.004199,0.007804,0.0222,69,512,0.709,0.7746,0.7687,0.7299,0.009857,0.002582,0.01324
285,9.14G,0.01013,0.004131,0.007685,0.02194,140,512,0.7092,0.7759,0.7688,0.7298,0.009844,0.002582,0.01322
286,9.14G,0.0101,0.004152,0.007701,0.02196,81,512,0.709,0.7761,0.7691,0.7301,0.00984,0.002577,0.0132
287,9.14G,0.01003,0.004104,0.007552,0.02169,124,512,0.7089,0.7762,0.7693,0.7302,0.009836,0.002577,0.01317
288,9.14G,0.01003,0.004149,0.00769,0.02187,118,512,0.7089,0.7763,0.7698,0.7304,0.00983,0.002573,0.01314
289,9.14G,0.009982,0.004114,0.007574,0.02167,68,512,0.7089,0.7766,0.7702,0.7311,0.009822,0.002576,0.01313
290,9.14G,0.009996,0.004123,0.007652,0.02177,117,512,0.7087,0.7763,0.77,0.7312,0.009809,0.002576,0.01311
291,9.14G,0.009974,0.004118,0.007423,0.02151,122,512,0.7037,0.7715,0.7677,0.7289,0.009801,0.002578,0.01309
292,9.14G,0.009925,0.004099,0.007466,0.02149,125,512,0.7035,0.7715,0.7681,0.7292,0.009798,0.002581,0.01307
293,9.14G,0.01001,0.004102,0.007664,0.02178,101,512,0.7036,0.7717,0.7684,0.7294,0.009795,0.002589,0.01304
294,9.14G,0.009934,0.004112,0.007599,0.02164,104,512,0.7035,0.772,0.7689,0.7297,0.009793,0.002593,0.01302
295,9.14G,0.009857,0.004082,0.007576,0.02151,113,512,0.7037,0.772,0.7696,0.7301,0.009782,0.002595,0.013
296,9.14G,0.009855,0.004062,0.007466,0.02138,64,512,0.7091,0.7751,0.7711,0.7313,0.009778,0.002596,0.01298
297,9.14G,0.00998,0.004097,0.007579,0.02166,110,512,0.7097,0.7743,0.7712,0.732,0.009767,0.0026,0.01297
298,9.14G,0.009928,0.004119,0.007571,0.02162,111,512,0.7099,0.7759,0.7716,0.7323,0.009759,0.002599,0.01294
299,9.14G,0.009811,0.004055,0.007462,0.02133,116,512,0.7097,0.776,0.7718,0.7323,0.009744,0.002595,0.01292
300,9.14G,0.009699,0.004015,0.007337,0.02105,111,512,0.7095,0.7759,0.772,0.7322,0.009734,0.002593,0.0129
301,9.14G,0.009848,0.004029,0.007353,0.02123,104,512,0.7093,0.7758,0.7725,0.7328,0.009727,0.002593,0.01288
302,9.14G,0.009866,0.004064,0.00751,0.02144,105,512,0.7091,0.7757,0.7732,0.7337,0.00972,0.002592,0.01286
303,9.14G,0.009809,0.004096,0.007453,0.02136,104,512,0.7091,0.7757,0.7733,0.7333,0.009719,0.002592,0.01284
304,9.14G,0.009723,0.004034,0.007367,0.02112,92,512,0.7095,0.7758,0.7731,0.7332,0.009713,0.002589,0.01281
305,9.14G,0.009727,0.004039,0.007519,0.02129,97,512,0.7096,0.7767,0.7721,0.7324,0.009707,0.00259,0.01279
306,9.14G,0.009735,0.004044,0.007467,0.02125,110,512,0.7097,0.7772,0.7717,0.7319,0.0097,0.00259,0.01277
307,9.14G,0.0097,0.004001,0.007264,0.02096,72,512,0.7098,0.7775,0.7716,0.7318,0.009693,0.002592,0.01275
308,9.14G,0.009662,0.004008,0.007352,0.02102,113,512,0.71,0.7775,0.7723,0.7325,0.009692,0.002593,0.01273
309,9.14G,0.0097,0.004032,0.007332,0.02106,94,512,0.7101,0.7777,0.7726,0.7326,0.009688,0.00259,0.01271
310,9.14G,0.009669,0.004048,0.007565,0.02128,99,512,0.7101,0.7776,0.773,0.7329,0.009685,0.002589,0.01269
311,9.14G,0.009758,0.004023,0.007569,0.02135,80,512,0.7102,0.7778,0.7731,0.7331,0.009671,0.00259,0.01267
312,9.14G,0.009701,0.004001,0.007319,0.02102,130,512,0.7109,0.7786,0.7734,0.7333,0.009667,0.00259,0.01266
313,9.14G,0.009609,0.00399,0.00738,0.02098,144,512,0.7109,0.779,0.7736,0.7335,0.009659,0.002589,0.01265
314,9.14G,0.009677,0.004035,0.007356,0.02107,130,512,0.7111,0.7796,0.7736,0.7335,0.009654,0.002589,0.01263
315,9.14G,0.009641,0.003999,0.007332,0.02097,143,512,0.7114,0.7801,0.7739,0.7337,0.009649,0.002589,0.01261
316,9.14G,0.009631,0.004022,0.007499,0.02115,90,512,0.7119,0.7807,0.7741,0.7342,0.009638,0.00259,0.0126
317,9.14G,0.009559,0.004031,0.007406,0.021,86,512,0.712,0.7809,0.7745,0.7341,0.009633,0.002584,0.01258
318,9.14G,0.009613,0.004036,0.007423,0.02107,85,512,0.7122,0.7812,0.7744,0.7341,0.009624,0.002584,0.01256
319,9.14G,0.009603,0.004023,0.007408,0.02103,125,512,0.7127,0.7813,0.7743,0.7342,0.009615,0.002583,0.01254
320,9.14G,0.009482,0.003973,0.007213,0.02067,59,512,0.7134,0.7822,0.7745,0.7344,0.00961,0.002577,0.01252
321,9.14G,0.009386,0.003922,0.007204,0.02051,116,512,0.7137,0.7824,0.775,0.7349,0.009597,0.002574,0.0125
322,9.14G,0.009433,0.003913,0.007219,0.02056,99,512,0.7141,0.7829,0.7756,0.7353,0.00959,0.002577,0.01248
323,9.14G,0.009541,0.003972,0.007401,0.02091,99,512,0.7143,0.7832,0.7757,0.7353,0.009587,0.002576,0.01244
324,9.14G,0.009518,0.003958,0.007291,0.02077,78,512,0.7147,0.7837,0.7768,0.7363,0.009583,0.002573,0.01241
325,9.14G,0.009479,0.003955,0.007261,0.02069,109,512,0.715,0.7838,0.7773,0.7367,0.009568,0.002569,0.01239
326,9.14G,0.009473,0.003956,0.007339,0.02077,97,512,0.7151,0.784,0.7782,0.7373,0.009556,0.002565,0.01236
327,9.14G,0.009414,0.00393,0.007185,0.02053,119,512,0.7153,0.7846,0.7783,0.7375,0.009555,0.002565,0.01233
328,9.14G,0.009399,0.003934,0.007155,0.02049,137,512,0.7156,0.785,0.7786,0.7377,0.009544,0.002563,0.01232
329,9.14G,0.00937,0.003915,0.007157,0.02044,69,512,0.7152,0.7849,0.7788,0.738,0.009531,0.002559,0.0123
330,9.14G,0.009372,0.003921,0.007121,0.02041,123,512,0.7153,0.7852,0.7788,0.7379,0.009524,0.002557,0.01227
331,9.14G,0.009382,0.004,0.007316,0.0207,97,512,0.7152,0.7853,0.7793,0.7387,0.009511,0.002559,0.01226
332,9.14G,0.009374,0.003925,0.007231,0.02053,90,512,0.715,0.7853,0.7793,0.7387,0.009503,0.002555,0.01224
333,9.14G,0.00923,0.003888,0.007019,0.02014,105,512,0.7152,0.7854,0.7795,0.7388,0.00949,0.002552,0.01222
334,9.14G,0.009296,0.00389,0.007149,0.02034,111,512,0.7154,0.7857,0.7797,0.7386,0.009481,0.002549,0.01219
335,9.14G,0.009329,0.003916,0.007081,0.02033,93,512,0.7154,0.7859,0.7795,0.7387,0.009473,0.002541,0.01217
336,9.14G,0.00926,0.003888,0.007088,0.02024,90,512,0.7153,0.7859,0.78,0.739,0.009466,0.002537,0.01215
337,9.14G,0.009304,0.003893,0.007102,0.0203,120,512,0.7152,0.786,0.78,0.7392,0.009458,0.002532,0.01214
338,9.14G,0.009162,0.003833,0.006929,0.01992,63,512,0.7153,0.7859,0.78,0.7394,0.009453,0.002526,0.01212
339,9.14G,0.009227,0.003876,0.007058,0.02016,109,512,0.7148,0.7861,0.7809,0.7405,0.009442,0.002526,0.01211
340,9.14G,0.009252,0.003903,0.007038,0.02019,86,512,0.7147,0.7858,0.7817,0.7415,0.009437,0.002521,0.0121
341,9.14G,0.009165,0.003872,0.007113,0.02015,84,512,0.7147,0.7863,0.782,0.7418,0.009429,0.002516,0.01209
342,9.14G,0.009142,0.003839,0.006987,0.01997,141,512,0.7146,0.7867,0.7822,0.7421,0.00942,0.00251,0.01208
343,9.14G,0.009102,0.003839,0.007041,0.01998,105,512,0.7158,0.7869,0.783,0.7427,0.009406,0.002504,0.01207
344,9.14G,0.009172,0.003876,0.007069,0.02012,90,512,0.716,0.7869,0.7828,0.743,0.009394,0.0025,0.01207
345,9.14G,0.009147,0.003852,0.006992,0.01999,97,512,0.7164,0.7872,0.7833,0.7433,0.009386,0.002492,0.01206
346,9.14G,0.009103,0.003871,0.007047,0.02002,101,512,0.7167,0.7872,0.7828,0.7427,0.009377,0.002486,0.01205
347,9.14G,0.009168,0.00386,0.007026,0.02005,115,512,0.7167,0.7871,0.7829,0.7429,0.009369,0.002476,0.01203
348,9.14G,0.009124,0.003877,0.006983,0.01998,113,512,0.7218,0.7886,0.7836,0.744,0.009367,0.002474,0.01201
349,9.14G,0.008986,0.00382,0.006952,0.01976,91,512,0.7217,0.7888,0.7838,0.744,0.009367,0.00247,0.01199
350,9.14G,0.00896,0.003855,0.00694,0.01976,124,512,0.7217,0.7887,0.7846,0.7448,0.009358,0.002466,0.01198
351,9.14G,0.009105,0.00384,0.006969,0.01991,85,512,0.7218,0.7888,0.7849,0.7446,0.009351,0.002466,0.01197
352,9.14G,0.009055,0.003826,0.007074,0.01995,112,512,0.7221,0.7888,0.7852,0.7449,0.009345,0.002466,0.01196
353,9.14G,0.008999,0.003793,0.006924,0.01972,148,512,0.7227,0.7903,0.7858,0.7457,0.009336,0.002459,0.01195
354,9.14G,0.009067,0.003827,0.006982,0.01988,132,512,0.7222,0.7902,0.7857,0.7452,0.009334,0.002457,0.01194
355,9.14G,0.008925,0.003783,0.006852,0.01956,129,512,0.7222,0.7905,0.7858,0.7456,0.009332,0.002451,0.01193
356,9.14G,0.009014,0.003782,0.006951,0.01975,133,512,0.723,0.7907,0.7863,0.7459,0.009327,0.002449,0.01191
357,9.14G,0.009006,0.003837,0.006936,0.01978,110,512,0.7229,0.7908,0.7869,0.7463,0.009325,0.002444,0.01189
358,9.14G,0.008835,0.003757,0.006759,0.01935,87,512,0.7232,0.7913,0.7876,0.7467,0.009323,0.002444,0.01188
359,9.14G,0.008917,0.003803,0.006871,0.01959,121,512,0.7184,0.7892,0.7875,0.7467,0.009319,0.002444,0.01186
360,9.14G,0.008908,0.003761,0.006887,0.01956,99,512,0.7183,0.7895,0.7877,0.7469,0.009318,0.002447,0.01184
361,9.14G,0.008919,0.003765,0.006813,0.0195,106,512,0.7234,0.792,0.79,0.7489,0.009317,0.002451,0.01183
362,9.14G,0.008852,0.003775,0.006873,0.0195,145,512,0.7235,0.7917,0.7902,0.749,0.009316,0.00245,0.01181
363,9.14G,0.008852,0.003756,0.006787,0.0194,73,512,0.7243,0.7918,0.7901,0.749,0.009316,0.00245,0.0118
364,9.14G,0.00876,0.00375,0.006736,0.01925,100,512,0.7252,0.7945,0.7911,0.7498,0.00931,0.002452,0.01178
365,9.14G,0.008907,0.003861,0.006907,0.01968,87,512,0.7257,0.7947,0.7916,0.7503,0.009311,0.002453,0.01177
366,9.14G,0.008791,0.003795,0.006805,0.01939,109,512,0.7258,0.7959,0.7926,0.7512,0.009317,0.002455,0.01175
367,9.14G,0.00878,0.003743,0.006717,0.01924,97,512,0.7257,0.7964,0.7932,0.7515,0.009317,0.002459,0.01173
368,9.14G,0.008755,0.003719,0.006746,0.01922,101,512,0.7203,0.7947,0.7915,0.75,0.009312,0.002457,0.01172
369,9.14G,0.008725,0.003692,0.006681,0.0191,142,512,0.72,0.7951,0.7915,0.75,0.009305,0.002455,0.0117
370,9.14G,0.008768,0.003737,0.006791,0.0193,114,512,0.7201,0.7954,0.7922,0.7507,0.0093,0.002453,0.01169
371,9.14G,0.008737,0.00376,0.006748,0.01925,90,512,0.72,0.7955,0.7923,0.7507,0.009293,0.002453,0.01167
372,9.14G,0.008703,0.003757,0.006849,0.01931,97,512,0.7196,0.7955,0.792,0.7506,0.009292,0.002451,0.01165
373,9.14G,0.008676,0.003782,0.006695,0.01915,61,512,0.7201,0.7957,0.7919,0.7504,0.00929,0.002453,0.01163
374,9.14G,0.008696,0.003705,0.006704,0.0191,110,512,0.7201,0.7959,0.7917,0.7502,0.009293,0.002455,0.01161
375,9.14G,0.008661,0.003699,0.006682,0.01904,88,512,0.7198,0.7959,0.7918,0.7502,0.009296,0.002462,0.0116
376,9.14G,0.008723,0.003746,0.006693,0.01916,102,512,0.7197,0.796,0.7919,0.7502,0.009294,0.002463,0.01159
377,9.14G,0.008645,0.003734,0.006724,0.0191,90,512,0.7246,0.8012,0.7947,0.7525,0.009294,0.002468,0.01158
378,9.14G,0.008613,0.003711,0.006744,0.01907,140,512,0.724,0.8009,0.7947,0.7527,0.009297,0.002477,0.01157
379,9.14G,0.008648,0.003738,0.00672,0.01911,92,512,0.7238,0.8008,0.7944,0.7525,0.009297,0.002481,0.01156
380,9.14G,0.008643,0.003808,0.006961,0.01941,107,512,0.7229,0.8009,0.7944,0.7525,0.009296,0.002518,0.01156
381,9.14G,0.008613,0.003742,0.006654,0.01901,145,512,0.7273,0.8036,0.7975,0.7549,0.009288,0.002551,0.01155
382,9.14G,0.00858,0.0037,0.006572,0.01885,94,512,0.7265,0.8035,0.7968,0.7543,0.009282,0.002572,0.01154
383,9.14G,0.008545,0.003697,0.006734,0.01898,102,512,0.7251,0.8035,0.7968,0.7544,0.009275,0.002581,0.01152
384,9.14G,0.008633,0.003722,0.006711,0.01907,89,512,0.7243,0.8038,0.7971,0.7546,0.00927,0.00259,0.01151
385,9.14G,0.008599,0.003715,0.006607,0.01892,92,512,0.724,0.8038,0.7973,0.7546,0.009269,0.00259,0.01149
386,9.14G,0.008455,0.003676,0.006551,0.01868,135,512,0.7235,0.8038,0.7976,0.7547,0.009265,0.002587,0.01148
387,9.14G,0.008522,0.003665,0.006598,0.01878,132,512,0.7181,0.8015,0.7965,0.7537,0.009254,0.00259,0.01146
388,9.14G,0.008452,0.003628,0.006563,0.01864,62,512,0.7175,0.8016,0.7973,0.7545,0.009246,0.002589,0.01144
389,9.14G,0.008498,0.003662,0.006607,0.01877,102,512,0.7171,0.8013,0.7987,0.7556,0.009244,0.002587,0.01143
390,9.14G,0.008469,0.003669,0.006618,0.01875,90,512,0.7169,0.8013,0.7985,0.7553,0.009239,0.002587,0.01142
391,9.14G,0.008394,0.003612,0.006458,0.01846,130,512,0.7168,0.8014,0.7987,0.7555,0.009236,0.002588,0.01141
392,9.14G,0.008409,0.003605,0.006614,0.01863,99,512,0.7179,0.8027,0.7992,0.7559,0.009233,0.002582,0.01139
393,9.14G,0.008387,0.00364,0.006561,0.01859,86,512,0.7178,0.8027,0.7988,0.7557,0.009225,0.002581,0.01138
394,9.14G,0.008395,0.003616,0.006527,0.01854,139,512,0.7174,0.8019,0.799,0.7557,0.009221,0.002581,0.01137
395,9.14G,0.008378,0.003645,0.00654,0.01856,104,512,0.7227,0.8038,0.8003,0.757,0.00922,0.00258,0.01136
396,9.14G,0.008334,0.003611,0.006491,0.01844,73,512,0.7227,0.8039,0.8006,0.7572,0.009217,0.002577,0.01134
397,9.14G,0.008487,0.003718,0.006964,0.01917,113,512,0.7227,0.8043,0.8008,0.7573,0.009215,0.002581,0.01132
398,9.14G,0.008379,0.003694,0.006583,0.01866,79,512,0.7224,0.8043,0.8006,0.7572,0.009212,0.002579,0.01129
399,9.14G,0.008372,0.003587,0.006557,0.01852,74,512,0.7223,0.8043,0.8008,0.7573,0.009206,0.00258,0.01127
400,9.14G,0.008284,0.003623,0.006515,0.01842,125,512,0.7235,0.8051,0.8011,0.7573,0.009197,0.002579,0.01125
401,9.14G,0.008319,0.003592,0.006484,0.01839,95,512,0.7232,0.805,0.8014,0.7574,0.009197,0.002577,0.01123
