Epoch,Memory,trainBoxLoss,trainObjLoss,trainClsLoss,trainLoss,count,fixed,precision,recall,map05,map0595,valBoxLoss,valObjLoss,valClsLoss
402,9.14G,0.008383,0.003654,0.006593,0.01863,139,512,0.7228,0.8051,0.8016,0.7577,0.009192,0.002573,0.01122
403,9.14G,0.008132,0.003567,0.006359,0.01806,161,512,0.7232,0.8054,0.8008,0.7569,0.009193,0.002574,0.0112
404,9.14G,0.008231,0.00363,0.00637,0.01823,85,512,0.7223,0.8044,0.8008,0.7572,0.009192,0.00257,0.01119
405,9.14G,0.008211,0.003612,0.006384,0.01821,85,512,0.7233,0.8057,0.8014,0.7577,0.009188,0.002576,0.01117
406,9.14G,0.008214,0.003537,0.006287,0.01804,149,512,0.7172,0.8029,0.7999,0.7563,0.009184,0.002579,0.01115
407,9.14G,0.008246,0.003595,0.006449,0.01829,96,512,0.7223,0.8048,0.8025,0.7585,0.00918,0.002575,0.01113
408,9.14G,0.008234,0.00359,0.006266,0.01809,107,512,0.722,0.8049,0.803,0.7588,0.009173,0.002569,0.01111
409,9.14G,0.008122,0.00353,0.006293,0.01794,102,512,0.7218,0.8051,0.8038,0.7593,0.009171,0.002563,0.01109
410,9.14G,0.008065,0.003509,0.006251,0.01782,119,512,0.7165,0.8038,0.8031,0.7586,0.009151,0.002555,0.01106
411,9.14G,0.008058,0.003517,0.006208,0.01778,113,512,0.7184,0.8048,0.8029,0.7587,0.009129,0.002551,0.01105
412,9.14G,0.008174,0.003571,0.006335,0.01808,140,512,0.7183,0.8062,0.8036,0.7594,0.009123,0.002549,0.01103
413,9.14G,0.008146,0.003567,0.006436,0.01815,103,512,0.7176,0.8055,0.8025,0.7585,0.00912,0.002544,0.01101
414,9.14G,0.008063,0.003534,0.006278,0.01788,81,512,0.7175,0.8056,0.8028,0.7588,0.009118,0.002537,0.01099
415,9.14G,0.008078,0.003542,0.00631,0.01793,100,512,0.7174,0.8066,0.8043,0.7601,0.009094,0.002528,0.01098
416,9.14G,0.008134,0.003528,0.006392,0.01805,121,512,0.7171,0.8065,0.805,0.7606,0.009084,0.002525,0.01097
417,9.14G,0.008071,0.003498,0.006271,0.01784,102,512,0.7166,0.8066,0.8039,0.7598,0.009078,0.002518,0.01095
418,9.14G,0.008035,0.003556,0.006279,0.01787,99,512,0.7164,0.8064,0.8038,0.7594,0.009076,0.002515,0.01093
419,9.14G,0.008023,0.003514,0.006172,0.01771,136,512,0.7166,0.8065,0.8048,0.7602,0.009073,0.00251,0.01091
420,9.14G,0.008028,0.00354,0.006255,0.01782,69,512,0.7165,0.8063,0.8043,0.7597,0.009069,0.002504,0.0109
421,9.14G,0.007951,0.00349,0.006142,0.01758,127,512,0.7164,0.8064,0.8051,0.7605,0.009062,0.002499,0.01088
422,9.14G,0.007929,0.003512,0.006115,0.01756,78,512,0.7167,0.8065,0.8052,0.7605,0.009053,0.002494,0.01086
423,9.14G,0.007965,0.003468,0.006197,0.01763,125,512,0.7168,0.8065,0.8055,0.7607,0.009049,0.002491,0.01084
424,9.14G,0.007909,0.00352,0.006189,0.01762,94,512,0.7166,0.8064,0.806,0.7614,0.009045,0.002488,0.01082
425,9.14G,0.007882,0.003483,0.006113,0.01748,91,512,0.7217,0.8117,0.8086,0.764,0.009044,0.002489,0.0108
426,9.14G,0.007995,0.003544,0.006168,0.01771,103,512,0.7266,0.817,0.8115,0.7665,0.009045,0.00249,0.01079
427,9.14G,0.007866,0.003497,0.006163,0.01753,109,512,0.7267,0.8173,0.8117,0.7666,0.009041,0.002487,0.01077
428,9.14G,0.007854,0.003471,0.006139,0.01746,117,512,0.7265,0.8174,0.8118,0.7669,0.009042,0.002487,0.01075
429,9.14G,0.007888,0.003483,0.006165,0.01754,110,512,0.7218,0.8123,0.8096,0.7644,0.009041,0.00249,0.01073
430,9.14G,0.007741,0.003417,0.006057,0.01722,128,512,0.7269,0.813,0.8101,0.7651,0.009038,0.002485,0.01071
431,9.14G,0.007822,0.003454,0.006039,0.01732,120,512,0.7321,0.8182,0.8134,0.7682,0.009034,0.002481,0.01069
432,9.14G,0.007924,0.00345,0.006089,0.01746,94,512,0.7317,0.8176,0.8136,0.7686,0.009032,0.002483,0.01068
433,9.14G,0.007891,0.003517,0.006219,0.01763,162,512,0.7313,0.8165,0.8135,0.7685,0.009032,0.002481,0.01066
434,9.14G,0.007792,0.00345,0.006069,0.01731,89,512,0.7309,0.8166,0.8133,0.7681,0.009023,0.002481,0.01065
435,9.14G,0.007845,0.003439,0.006036,0.01732,119,512,0.7305,0.8167,0.8132,0.7679,0.009021,0.002482,0.01063
436,9.14G,0.007898,0.00351,0.006317,0.01772,93,512,0.7304,0.8167,0.8129,0.7676,0.009021,0.002476,0.01062
437,9.14G,0.007892,0.00353,0.006298,0.01772,119,512,0.7303,0.8164,0.8131,0.7677,0.009017,0.002468,0.01062
438,9.14G,0.007701,0.003434,0.006026,0.01716,102,512,0.7303,0.8164,0.8133,0.768,0.009015,0.002465,0.01061
439,9.14G,0.007753,0.003457,0.006161,0.01737,84,512,0.7307,0.8165,0.8134,0.7681,0.009014,0.002468,0.01059
440,9.14G,0.007732,0.003425,0.006004,0.01716,155,512,0.731,0.8165,0.8136,0.7682,0.00901,0.00247,0.01058
441,9.14G,0.007749,0.003427,0.006058,0.01723,101,512,0.7312,0.8167,0.8138,0.7683,0.009002,0.002467,0.01056
442,9.14G,0.007782,0.00347,0.006167,0.01742,116,512,0.7326,0.8194,0.8144,0.7689,0.009,0.00247,0.01055
443,9.14G,0.007706,0.003455,0.006038,0.0172,94,512,0.7325,0.8196,0.815,0.7693,0.009,0.002464,0.01054
444,9.14G,0.007633,0.003409,0.006002,0.01704,108,512,0.7327,0.8196,0.8155,0.7699,0.008992,0.002466,0.01053
445,9.14G,0.007621,0.003394,0.005981,0.017,93,512,0.7331,0.8196,0.8155,0.7704,0.008988,0.002465,0.01051
446,9.14G,0.00762,0.003406,0.005948,0.01697,96,512,0.7335,0.8196,0.8157,0.7705,0.008983,0.002462,0.0105
447,9.14G,0.00759,0.003394,0.005917,0.0169,120,512,0.7333,0.8201,0.816,0.7709,0.008977,0.002457,0.01048
448,9.14G,0.007595,0.003386,0.005884,0.01687,120,512,0.7333,0.82,0.8154,0.7704,0.008976,0.002454,0.01046
449,9.14G,0.007645,0.003421,0.006049,0.01712,157,512,0.7334,0.8202,0.8153,0.7697,0.008974,0.002454,0.01045
450,9.14G,0.007503,0.003374,0.005842,0.01672,134,512,0.7334,0.8203,0.8166,0.7709,0.008976,0.002459,0.01042
451,9.14G,0.007607,0.003382,0.00589,0.01688,114,512,0.7335,0.8202,0.8165,0.7708,0.008972,0.002456,0.01041
452,9.14G,0.007497,0.003369,0.005852,0.01672,108,512,0.7335,0.8204,0.8171,0.7715,0.008965,0.002454,0.01039
453,9.14G,0.007552,0.003389,0.005948,0.01689,117,512,0.7335,0.8204,0.8168,0.7712,0.00896,0.002455,0.01037
454,9.14G,0.007524,0.003375,0.00593,0.01683,85,512,0.7336,0.8204,0.8167,0.7714,0.00895,0.002455,0.01035
455,9.14G,0.007488,0.003385,0.005905,0.01678,132,512,0.7333,0.8205,0.8168,0.7716,0.008937,0.00245,0.01033
456,9.14G,0.007533,0.003347,0.00592,0.0168,98,512,0.733,0.8205,0.8174,0.7721,0.008932,0.002443,0.01032
457,9.14G,0.007491,0.003366,0.005865,0.01672,117,512,0.7331,0.8208,0.8174,0.7721,0.008932,0.002444,0.0103
458,9.14G,0.007524,0.003398,0.005878,0.0168,109,512,0.7341,0.8228,0.8178,0.7726,0.008928,0.002443,0.01029
459,9.14G,0.007484,0.003363,0.005814,0.01666,100,512,0.734,0.8228,0.8174,0.7723,0.008926,0.002439,0.01028
460,9.14G,0.007465,0.003331,0.005832,0.01663,105,512,0.7337,0.8227,0.818,0.7729,0.00892,0.002439,0.01027
461,9.14G,0.007351,0.003303,0.005777,0.01643,76,512,0.7336,0.8229,0.8183,0.7731,0.00891,0.002441,0.01025
462,9.14G,0.007446,0.003357,0.00582,0.01662,70,512,0.7337,0.8233,0.8183,0.773,0.008904,0.002437,0.01024
463,9.14G,0.007414,0.003314,0.00572,0.01645,128,512,0.7388,0.825,0.8192,0.774,0.008904,0.002436,0.01022
464,9.14G,0.00741,0.003325,0.005738,0.01647,138,512,0.7384,0.8248,0.8193,0.7741,0.008903,0.002432,0.01021
465,9.14G,0.007386,0.003294,0.005777,0.01646,113,512,0.7379,0.8252,0.8195,0.7739,0.0089,0.002431,0.01019
466,9.14G,0.007407,0.00336,0.005798,0.01657,79,512,0.7379,0.8255,0.8198,0.7741,0.008894,0.002429,0.01018
467,9.14G,0.007364,0.003322,0.005812,0.0165,152,512,0.7376,0.8256,0.8196,0.7742,0.008882,0.002427,0.01017
468,9.14G,0.007316,0.003332,0.005781,0.01643,127,512,0.7374,0.8256,0.8199,0.7744,0.008878,0.002423,0.01016
469,9.14G,0.007341,0.00328,0.005771,0.01639,71,512,0.7372,0.8257,0.8202,0.7743,0.008868,0.002421,0.01015
470,9.14G,0.00735,0.00333,0.00577,0.01645,108,512,0.7366,0.8258,0.8204,0.7748,0.008863,0.002419,0.01014
471,9.14G,0.007326,0.003295,0.005762,0.01638,82,512,0.7365,0.8258,0.8205,0.7747,0.008856,0.002415,0.01013
472,9.14G,0.007368,0.003297,0.00565,0.01632,83,512,0.7365,0.8258,0.8206,0.7747,0.008848,0.002413,0.01012
473,9.14G,0.007371,0.003329,0.005746,0.01645,130,512,0.7365,0.8258,0.8206,0.7752,0.008843,0.002412,0.01011
474,9.14G,0.007344,0.00331,0.005784,0.01644,139,512,0.7366,0.8257,0.8208,0.7753,0.008836,0.002406,0.01011
475,9.14G,0.007413,0.003334,0.005771,0.01652,94,512,0.7363,0.8258,0.821,0.7755,0.008831,0.002405,0.0101
476,9.14G,0.007287,0.003262,0.00575,0.0163,88,512,0.7363,0.8257,0.8212,0.7756,0.008828,0.0024,0.0101
477,9.14G,0.007321,0.003338,0.005736,0.0164,85,512,0.7359,0.8256,0.8211,0.7755,0.008826,0.002392,0.01009
478,9.14G,0.007266,0.003305,0.005728,0.0163,96,512,0.7356,0.8255,0.8211,0.7754,0.008827,0.002386,0.01008
479,9.14G,0.007368,0.003385,0.005879,0.01663,107,512,0.7355,0.8258,0.8217,0.7759,0.00883,0.002384,0.01007
480,9.14G,0.007195,0.00329,0.00565,0.01613,78,512,0.7353,0.8259,0.8218,0.7766,0.008833,0.002382,0.01007
481,9.14G,0.007235,0.003288,0.005699,0.01622,100,512,0.7352,0.8262,0.8222,0.7767,0.008831,0.002377,0.01006
482,9.14G,0.007199,0.003259,0.005681,0.01614,76,512,0.7352,0.8265,0.823,0.7775,0.008835,0.002373,0.01005
483,9.14G,0.007303,0.003284,0.005672,0.01626,115,512,0.735,0.8267,0.8232,0.7778,0.008834,0.002371,0.01005
484,9.14G,0.007196,0.003242,0.005543,0.01598,87,512,0.7352,0.8269,0.8228,0.7774,0.00883,0.00237,0.01005
485,9.14G,0.007202,0.003258,0.005614,0.01607,116,512,0.7354,0.8272,0.8228,0.7774,0.008831,0.002363,0.01004
486,9.14G,0.007165,0.003247,0.005531,0.01594,123,512,0.7353,0.8275,0.8227,0.7772,0.008828,0.002362,0.01004
487,9.14G,0.007187,0.003254,0.005558,0.016,116,512,0.73,0.8226,0.8206,0.7751,0.008828,0.002356,0.01003
488,9.14G,0.0071,0.00324,0.00552,0.01586,147,512,0.7351,0.8233,0.8208,0.7755,0.008826,0.002354,0.01002
489,9.14G,0.007181,0.003259,0.005639,0.01608,96,512,0.7349,0.8233,0.821,0.7757,0.008823,0.002357,0.01001
490,9.14G,0.007061,0.003214,0.00557,0.01584,111,512,0.735,0.8234,0.8212,0.7757,0.008822,0.00236,0.009993
491,9.14G,0.007067,0.003236,0.005533,0.01584,84,512,0.7351,0.8238,0.8218,0.7762,0.008821,0.002359,0.009977
492,9.14G,0.007136,0.003251,0.005551,0.01594,127,512,0.7346,0.8234,0.8219,0.7761,0.008823,0.00236,0.009965
493,9.14G,0.007046,0.003177,0.005501,0.01572,100,512,0.7346,0.8235,0.8222,0.7764,0.008823,0.002355,0.009945
494,9.14G,0.007011,0.003186,0.005519,0.01572,102,512,0.7351,0.8236,0.8224,0.7767,0.008822,0.002357,0.009931
495,9.14G,0.007101,0.003255,0.005553,0.01591,160,512,0.7356,0.8243,0.8224,0.7767,0.008824,0.002358,0.009922
496,9.14G,0.007096,0.003221,0.005598,0.01592,91,512,0.7357,0.8247,0.8225,0.7768,0.008828,0.002358,0.009898
497,9.14G,0.007082,0.003297,0.005639,0.01602,138,512,0.7356,0.8245,0.8232,0.7772,0.008824,0.002356,0.009886
498,9.14G,0.007093,0.003225,0.005511,0.01583,91,512,0.7358,0.8249,0.8232,0.7772,0.008821,0.002357,0.009873
499,9.14G,0.00705,0.0032,0.005491,0.01574,96,512,0.7357,0.8253,0.8235,0.7774,0.008811,0.002356,0.009858
500,9.14G,0.007031,0.003203,0.005455,0.01569,115,512,0.7357,0.8257,0.8236,0.7775,0.008806,0.002352,0.009848
501,9.14G,0.007008,0.003202,0.005531,0.01574,159,512,0.7357,0.8259,0.8237,0.7774,0.008802,0.002353,0.009835
502,9.14G,0.007074,0.003197,0.005419,0.01569,98,512,0.7359,0.8261,0.8236,0.7773,0.0088,0.002354,0.009826
503,9.14G,0.006964,0.003169,0.005316,0.01545,122,512,0.7358,0.8261,0.8238,0.7774,0.008799,0.002352,0.009819
504,9.14G,0.006996,0.003189,0.005359,0.01554,129,512,0.7358,0.8262,0.8226,0.776,0.008796,0.002354,0.009807
505,9.14G,0.00697,0.003186,0.005377,0.01553,150,512,0.7355,0.8259,0.823,0.7764,0.008791,0.002353,0.009795
506,9.14G,0.006948,0.003167,0.005314,0.01543,150,512,0.7356,0.826,0.8232,0.7766,0.008781,0.002352,0.009776
507,9.14G,0.006926,0.003158,0.005309,0.01539,112,512,0.7361,0.8263,0.824,0.7774,0.008774,0.002356,0.009759
508,9.14G,0.006953,0.003149,0.005324,0.01543,104,512,0.7359,0.8268,0.8244,0.7777,0.00877,0.002358,0.009743
509,9.14G,0.006936,0.003158,0.005355,0.01545,56,512,0.7359,0.8268,0.824,0.7771,0.008763,0.002359,0.009728
510,9.14G,0.006905,0.003174,0.005306,0.01538,83,512,0.7366,0.8278,0.8239,0.777,0.008755,0.002357,0.009722
511,9.14G,0.006901,0.003161,0.005368,0.01543,123,512,0.731,0.8222,0.8216,0.7747,0.008752,0.002358,0.009711
512,9.14G,0.006937,0.003183,0.005343,0.01546,110,512,0.731,0.8223,0.8218,0.775,0.008747,0.002357,0.009703
513,9.14G,0.006866,0.003169,0.005302,0.01534,98,512,0.7314,0.8232,0.8222,0.7754,0.008746,0.002354,0.009691
514,9.14G,0.006847,0.003097,0.005303,0.01525,136,512,0.7368,0.8265,0.8237,0.7768,0.008741,0.002352,0.009678
515,9.14G,0.006834,0.003109,0.005335,0.01528,125,512,0.7424,0.8279,0.8243,0.7771,0.008745,0.002347,0.009667
516,9.14G,0.006886,0.003171,0.005344,0.0154,110,512,0.7429,0.8284,0.8244,0.7774,0.008744,0.002346,0.00966
517,9.14G,0.006871,0.003164,0.005327,0.01536,127,512,0.7431,0.8288,0.8246,0.7773,0.008742,0.002346,0.009653
518,9.14G,0.006832,0.003191,0.005461,0.01548,88,512,0.7435,0.8297,0.8245,0.7771,0.008741,0.002349,0.009645
519,9.14G,0.006972,0.003184,0.005458,0.01561,89,512,0.7438,0.83,0.825,0.7777,0.008739,0.00235,0.009633
520,9.14G,0.006896,0.003198,0.005291,0.01538,117,512,0.7432,0.8299,0.8251,0.7777,0.008733,0.002346,0.009617
521,9.14G,0.006841,0.003143,0.005259,0.01524,106,512,0.7435,0.83,0.825,0.778,0.008728,0.002344,0.00961
522,9.14G,0.006796,0.003132,0.005229,0.01516,129,512,0.7437,0.8302,0.8257,0.7788,0.008723,0.002344,0.009595
523,9.14G,0.006823,0.003133,0.005231,0.01519,119,512,0.7438,0.8301,0.8268,0.7797,0.008718,0.002341,0.009585
524,9.14G,0.006845,0.003149,0.00532,0.01531,116,512,0.7439,0.8299,0.8266,0.7796,0.008714,0.002341,0.009574
525,9.14G,0.006786,0.003139,0.005175,0.0151,124,512,0.7438,0.8298,0.8266,0.7793,0.008716,0.002338,0.009561
526,9.14G,0.006777,0.003159,0.005299,0.01524,99,512,0.744,0.8301,0.8265,0.7793,0.008713,0.002341,0.009557
527,9.14G,0.006848,0.003141,0.005233,0.01522,103,512,0.7438,0.8301,0.8267,0.7794,0.008711,0.002341,0.009556
528,9.14G,0.006807,0.003131,0.005274,0.01521,87,512,0.7429,0.8298,0.8271,0.7797,0.008702,0.002339,0.009549
529,9.14G,0.006779,0.003158,0.005176,0.01511,82,512,0.7373,0.8251,0.8247,0.7777,0.0087,0.002339,0.009541
530,9.14G,0.006699,0.003112,0.005217,0.01503,122,512,0.7379,0.8257,0.8255,0.7784,0.008704,0.002344,0.009536
531,9.14G,0.006818,0.00313,0.005222,0.01517,105,512,0.7376,0.8258,0.8259,0.7788,0.008709,0.002347,0.009532
532,9.14G,0.006704,0.003121,0.00513,0.01496,127,512,0.7372,0.8253,0.826,0.7788,0.008709,0.002351,0.009527
533,9.14G,0.006768,0.003144,0.005212,0.01512,78,512,0.7371,0.825,0.8254,0.7785,0.008706,0.002347,0.009518
534,9.14G,0.006755,0.0031,0.005209,0.01506,88,512,0.737,0.8251,0.8258,0.7787,0.008707,0.002348,0.009511
535,9.14G,0.006758,0.003144,0.005288,0.01519,118,512,0.7368,0.8251,0.826,0.779,0.008708,0.002352,0.009503
536,9.14G,0.006728,0.00311,0.005178,0.01502,139,512,0.7367,0.8254,0.8263,0.7791,0.008707,0.002351,0.009495
537,9.14G,0.006807,0.003073,0.005168,0.01505,76,512,0.7374,0.8269,0.8269,0.7797,0.008712,0.002348,0.009481
538,9.14G,0.006698,0.003107,0.005166,0.01497,78,512,0.7375,0.8274,0.8269,0.7796,0.008715,0.002344,0.009473
539,9.14G,0.006734,0.003094,0.005163,0.01499,88,512,0.7375,0.8277,0.827,0.7795,0.00872,0.002344,0.009463
540,9.14G,0.006721,0.003094,0.005197,0.01501,100,512,0.7385,0.8297,0.8276,0.7801,0.008717,0.002336,0.009459
541,9.14G,0.006719,0.003088,0.005199,0.01501,117,512,0.7376,0.8285,0.8275,0.78,0.008714,0.002331,0.009453
542,9.14G,0.006695,0.003081,0.005048,0.01483,63,512,0.739,0.8303,0.8281,0.7804,0.008713,0.002334,0.009445
543,9.14G,0.006668,0.003035,0.005118,0.01482,76,512,0.7443,0.8323,0.8287,0.7807,0.008713,0.002332,0.00944
544,9.14G,0.006641,0.003064,0.005033,0.01474,137,512,0.7442,0.8325,0.8294,0.7814,0.008705,0.002328,0.009432
545,9.14G,0.006655,0.00305,0.005032,0.01474,151,512,0.744,0.8326,0.8294,0.7814,0.0087,0.002326,0.00942
546,9.14G,0.006665,0.003076,0.005047,0.01479,95,512,0.7386,0.8313,0.829,0.781,0.008706,0.002327,0.009414
547,9.14G,0.006624,0.003088,0.005063,0.01477,101,512,0.7382,0.8314,0.829,0.7811,0.008709,0.002324,0.009399
548,9.14G,0.006733,0.003132,0.00525,0.01512,89,512,0.7378,0.8314,0.829,0.781,0.008704,0.002323,0.009391
549,9.14G,0.006682,0.0031,0.005081,0.01486,120,512,0.7376,0.8313,0.8292,0.7812,0.008703,0.002325,0.009385
550,9.14G,0.006658,0.003085,0.005065,0.01481,168,512,0.7381,0.8321,0.8295,0.7816,0.008704,0.002325,0.009378
551,9.14G,0.00667,0.003067,0.004992,0.01473,95,512,0.7327,0.83,0.8292,0.7812,0.008702,0.002319,0.009375
552,9.14G,0.006655,0.003062,0.005052,0.01477,107,512,0.7319,0.8289,0.8294,0.7815,0.008699,0.002312,0.009368
553,9.14G,0.006687,0.003074,0.005144,0.01491,110,512,0.7318,0.829,0.8292,0.7815,0.0087,0.002308,0.009362
554,9.14G,0.006679,0.00306,0.005042,0.01478,125,512,0.7317,0.8291,0.8291,0.7814,0.008701,0.002309,0.009358
555,9.14G,0.006631,0.003061,0.005108,0.0148,89,512,0.7317,0.829,0.8289,0.7812,0.008703,0.002312,0.009355
556,9.14G,0.006583,0.003069,0.004963,0.01462,93,512,0.7313,0.8289,0.8288,0.7812,0.008695,0.002314,0.009345
557,9.14G,0.006622,0.003036,0.005011,0.01467,130,512,0.7309,0.8288,0.8292,0.7813,0.008687,0.002316,0.009333
558,9.14G,0.006689,0.003086,0.00513,0.0149,127,512,0.731,0.8289,0.8295,0.7814,0.008685,0.00232,0.009325
559,9.14G,0.006617,0.003082,0.004996,0.0147,145,512,0.731,0.8288,0.8296,0.7813,0.008684,0.002323,0.009317
560,9.14G,0.006574,0.003062,0.004909,0.01455,102,512,0.7313,0.829,0.83,0.7818,0.008684,0.002327,0.00931
561,9.14G,0.006601,0.003067,0.005083,0.01475,91,512,0.7309,0.8286,0.8301,0.7819,0.008684,0.002331,0.009307
562,9.14G,0.006611,0.003051,0.004941,0.0146,101,512,0.7309,0.8286,0.8301,0.7819,0.008685,0.002335,0.009297
563,9.14G,0.006606,0.003036,0.005028,0.01467,71,512,0.731,0.829,0.8297,0.7814,0.008683,0.002334,0.009295
564,9.14G,0.006675,0.003094,0.005129,0.0149,79,512,0.7312,0.8332,0.8317,0.7832,0.008683,0.002337,0.009291
565,9.14G,0.00657,0.003038,0.004995,0.0146,132,512,0.7316,0.8331,0.8323,0.7837,0.008682,0.002332,0.009291
566,9.14G,0.006601,0.003082,0.005025,0.01471,140,512,0.7322,0.8333,0.8328,0.7848,0.008682,0.002333,0.009284
567,9.14G,0.006638,0.003062,0.005115,0.01481,105,512,0.7324,0.8352,0.833,0.7842,0.00868,0.002335,0.009277
568,9.14G,0.00664,0.003088,0.005006,0.01473,72,512,0.7328,0.836,0.8334,0.7846,0.008683,0.002341,0.00927
569,9.14G,0.006585,0.003052,0.004938,0.01457,113,512,0.7327,0.8361,0.8335,0.7847,0.008687,0.002346,0.009264
570,9.14G,0.006574,0.003029,0.004925,0.01453,103,512,0.7329,0.8364,0.8337,0.7851,0.008687,0.002344,0.00926
571,9.14G,0.006578,0.003046,0.00496,0.01458,117,512,0.7325,0.8364,0.8338,0.785,0.008691,0.002342,0.009259
572,9.14G,0.006588,0.00306,0.004942,0.01459,106,512,0.7376,0.8391,0.8357,0.7866,0.008687,0.002342,0.009253
573,9.14G,0.006564,0.003047,0.004998,0.01461,127,512,0.7377,0.8391,0.8366,0.7873,0.008689,0.002344,0.009249
574,9.14G,0.00658,0.003022,0.004937,0.01454,107,512,0.7379,0.8392,0.8363,0.787,0.008683,0.002344,0.009233
575,9.14G,0.006624,0.003056,0.00498,0.01466,115,512,0.7378,0.8391,0.8368,0.7872,0.008667,0.002338,0.009222
576,9.14G,0.006569,0.003059,0.004981,0.01461,79,512,0.738,0.8392,0.8379,0.7885,0.008657,0.002334,0.009211
577,9.14G,0.006611,0.003031,0.004992,0.01463,115,512,0.7382,0.8392,0.8378,0.7886,0.008653,0.002333,0.009203
578,9.14G,0.006572,0.003054,0.00492,0.01455,157,512,0.7382,0.8391,0.8374,0.7883,0.008657,0.002333,0.009199
579,9.14G,0.006647,0.003064,0.005024,0.01474,145,512,0.7433,0.8442,0.8398,0.7907,0.008658,0.002339,0.009194
580,9.14G,0.006592,0.003045,0.004937,0.01457,103,512,0.7437,0.8444,0.8395,0.7903,0.008655,0.002338,0.009188
581,9.14G,0.006583,0.003047,0.00497,0.0146,93,512,0.7437,0.8445,0.8395,0.79,0.008661,0.002342,0.009181
582,9.14G,0.006606,0.00305,0.004949,0.0146,96,512,0.7437,0.8447,0.8391,0.7898,0.008657,0.002343,0.009172
583,9.14G,0.006588,0.003031,0.004915,0.01453,129,512,0.7441,0.8448,0.8384,0.7892,0.008659,0.002344,0.009167
584,9.14G,0.006548,0.003023,0.004879,0.01445,97,512,0.739,0.8396,0.8358,0.7867,0.008661,0.002345,0.009164
585,9.14G,0.006545,0.003041,0.004958,0.01454,156,512,0.7391,0.8395,0.8362,0.7871,0.008662,0.002346,0.009152
586,9.14G,0.006592,0.003047,0.005007,0.01465,91,512,0.739,0.8395,0.8363,0.7872,0.008665,0.002349,0.009145
587,9.14G,0.006636,0.003085,0.004947,0.01467,127,512,0.7439,0.8446,0.8385,0.7893,0.00867,0.002354,0.009133
588,9.14G,0.00653,0.003034,0.004885,0.01445,113,512,0.7438,0.8446,0.8385,0.7893,0.008676,0.002356,0.00913
589,9.14G,0.00659,0.003026,0.00496,0.01458,90,512,0.7435,0.8447,0.8384,0.7892,0.008675,0.002354,0.009128
590,9.14G,0.006625,0.003056,0.004976,0.01466,102,512,0.7381,0.842,0.8373,0.7882,0.008679,0.002354,0.009124
591,9.14G,0.006505,0.003047,0.004929,0.01448,115,512,0.7378,0.842,0.8371,0.7885,0.008678,0.002353,0.009116
592,9.14G,0.006608,0.003072,0.005008,0.01469,125,512,0.7323,0.8369,0.8355,0.7866,0.008678,0.002349,0.00911
593,9.14G,0.006656,0.003051,0.004914,0.01462,120,512,0.7325,0.837,0.8357,0.7868,0.008675,0.002346,0.0091
594,9.14G,0.006606,0.003069,0.005006,0.01468,112,512,0.7328,0.8374,0.8351,0.7861,0.008678,0.002346,0.009097
595,9.14G,0.006589,0.003077,0.00494,0.01461,68,512,0.7326,0.8374,0.8357,0.7866,0.00867,0.002342,0.009096
596,9.14G,0.006599,0.003069,0.004935,0.0146,84,512,0.7325,0.8374,0.8358,0.7869,0.008665,0.00234,0.009094
597,9.14G,0.006598,0.003068,0.004931,0.0146,96,512,0.7325,0.8373,0.8355,0.7866,0.008674,0.00234,0.00909
598,9.14G,0.0066,0.003031,0.004872,0.0145,120,512,0.732,0.8372,0.8355,0.7868,0.008674,0.002336,0.009085
599,9.14G,0.006585,0.003042,0.004912,0.01454,83,512,0.7317,0.8373,0.8358,0.787,0.008677,0.002334,0.009075
